-0.3969991,0.29863343,0.32758355,0.16595754,0.109353974,0.14084092,0.0033831056,-0.00096123095,-0.99999416,-0.008763973,-0.0042177816,-0.013231254,0.0015894582,-0.15279974,-0.052133888,0.14541402,-0.13018093,-0.1805082,0.18779474,0.04314345,0.08618528,-0.99688554,-0.64292,-1.1767337,0.09860459,-0.17244369,-0.4413852,-0.047917902,-0.22153023,2.1521246,-1.4918262,2.6498325,-1.7303386,-14.206102,-10.283379,-5.1148267,8.036005,4.057855,-12.32705,-19.635807,-12.494318,0.8840096,-2.499395,24.21371,-2.3991375,-1.8960531,-0.778354,-0.47320825,0.56360847,-0.15564948,-1.1648723,-1.4882418,-1.1896013,0.25484118,-0.10088384,1.1201164,-0.38365972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.550084,0.42301887,0.28170103,0.8642711,-0.04357529,0.33065405,0.0049489895,-0.022491433,-0.9997347,-0.08893614,-0.06426198,-0.059187606,0.0026215157,-0.16143581,-0.095427096,0.098849535,-0.16378948,-0.08296943,0.13129747,0.104227364,0.017885506,-4.7258544,-3.2216399,-1.7362709,0.83073,-0.17081669,-2.991848,-1.6708523,-2.2066948,4.974008,-2.5026925,1.7880659,-3.1155128,-25.090292,-8.44305,-0.5101237,13.304864,14.791358,-24.394272,-54.004982,-19.02342,-0.8139539,-1.4562727,6.6428967,0.46558142,-0.98329806,-0.5847651,-0.22628489,0.23806497,0.1558168,-0.9416343,-1.3005351,-0.84185743,0.54449844,-0.12802815,0.6730735,-0.40193135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6031619,0.43688992,0.1154636,0.019267326,-0.1361556,0.270415,0.0021696659,-0.029256815,-0.9995697,-0.17805272,-0.12216069,-0.08292061,0.032910753,-0.15292597,-0.1673151,0.042724133,-0.21515766,0.036042213,0.083292425,0.15694988,-0.014373779,-4.091539,-2.5465734,-0.75624925,1.7857474,0.71111554,-3.8120832,-3.4908023,-2.5579596,6.2565494,-2.2348518,2.2646635,-1.2891665,-1.2536005,7.430746,4.9670224,-0.9240961,12.582699,-5.242887,-35.23991,-0.08422807,-0.6049758,-1.3313102,-3.9824975,-10.356297,-0.7549957,-0.23410101,-0.13415962,0.28754628,-0.02648206,-0.8368481,-0.9761665,-0.72782445,0.9097725,-0.0072547495,0.2915577,0.007634178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.61458266,0.39775404,-0.077958405,-0.52576625,-0.19638886,0.22557133,-0.0010749744,-0.020222787,-0.99979496,-0.23565349,-0.15542164,-0.081472926,0.06914013,-0.13739926,-0.24260893,-0.03902799,-0.26280805,0.09175444,0.06363779,0.16138923,0.011518598,-1.8447574,-1.3291149,0.31650072,1.4666319,0.36082935,-3.4521396,-4.338781,-1.9124714,-0.6036244,-0.66253686,0.490999,0.9105171,-11.230299,9.30719,3.0153635,0.35444856,-2.9010487,12.930157,-6.3799863,8.002275,38.796417,1.8536639,1.2598453,-2.5986886,-1.2384506,-0.22743304,0.048324432,0.47218892,-0.8475759,-0.30688116,-0.44879264,-0.38639674,1.2597014,0.34060964,0.32682344,-0.60832447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.63349396,0.38810527,-0.07521358,-0.27899975,-0.37902337,0.3253327,-0.0071063237,-0.011716969,-0.9999058,-0.2472632,-0.17611708,-0.06622479,0.069751225,-0.16369632,-0.2943171,-0.11552322,-0.2817721,0.11071479,0.09940821,0.1512844,0.0199458,-0.6634942,-0.9046782,0.9873311,-0.16702053,-1.1530126,-1.8581262,-3.524794,-0.8914404,0.7555165,2.764761,-0.7313074,0.5456944,-36.4776,12.837232,4.523918,18.480246,-24.477736,23.297665,10.630719,7.1860957,38.7934,4.7384796,1.5828037,-38.933403,-1.7258195,-0.079580024,0.11942521,0.6688827,-1.299781,0.03572031,0.284991,-0.539153,1.1872313,0.99372745,0.12012096,-1.377965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6155545,0.3998875,0.057512745,-0.020332057,-0.3791901,0.5121264,-0.014523402,-0.007807627,-0.9998641,-0.2625933,-0.18283553,-0.03640431,0.065430604,-0.20101285,-0.2976667,-0.15423357,-0.29245862,0.14999121,0.1837095,0.09561938,0.021930754,-1.0229156,-0.119436115,1.6288404,-0.36392936,-1.8344686,0.9796536,-1.1322776,-0.30045143,1.9708043,3.4767146,-2.8793468,-0.16286221,-41.581696,9.22514,5.1990314,20.456734,-31.607935,26.814491,31.972565,-1.6340334,33.009212,5.503698,5.8495064,-57.11311,-1.5350415,-0.24715085,0.32773566,0.48537043,-1.3311188,0.11022758,0.40150428,-0.80899215,1.2624338,0.8027278,-0.22602053,-1.3727167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6159777,0.42610735,0.13577792,0.15787362,-0.30735072,0.64053166,-0.020885121,-0.009089814,-0.9997408,-0.28560007,-0.18145281,0.0031846273,0.05650005,-0.25077295,-0.25327387,-0.15103363,-0.29560694,0.2109986,0.22740012,0.027463317,0.012898922,-1.3214853,0.05545793,2.0953667,-0.5282083,-2.3713846,2.7216907,0.7824461,0.06007924,2.8444715,1.8310453,-2.8887699,-0.7222712,-28.234732,4.225181,2.7014575,17.1929,-22.466797,8.0739565,28.570148,-9.833368,24.971285,4.046017,2.974837,-54.297318,-1.2816155,-0.2654447,0.2915876,0.4099008,-1.2254069,-0.08610948,0.39625344,-0.82314897,1.4281318,0.57662034,-0.17230497,-1.4353268,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6378477,0.4659689,0.17342433,0.099850886,-0.16321015,0.71499676,-0.024891358,-0.01023114,-0.99963784,-0.31157324,-0.17936347,0.049266577,0.04722805,-0.30968553,-0.19265917,-0.121999085,-0.29251692,0.28349602,0.22789043,-0.011389196,-0.008924067,-1.4060272,-0.054779816,2.374058,-0.507993,-2.7955303,3.0965745,1.869499,0.36113513,3.3739722,-0.32135758,-1.709556,-1.4001191,-17.831432,0.55989194,-1.0219109,14.412789,-11.3556185,-2.6336982,21.581347,-10.477368,21.738997,2.1934981,-0.0750196,-51.331398,-1.1357051,-0.40766162,0.3693915,0.33026993,-1.160602,-0.06809886,0.47464144,-0.74519193,1.6253741,0.27069476,-0.11258446,-1.4582413,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6671575,0.5157597,0.18872386,0.0053470125,-0.015438697,0.73347914,-0.025938995,-0.009951243,-0.9996139,-0.33893114,-0.18516418,0.100393474,0.03790362,-0.37546048,-0.13109568,-0.076295346,-0.28409794,0.36267167,0.18556815,-0.027140975,-0.044240713,-1.4206116,-0.5582813,2.642372,-0.4971511,-3.2520468,2.9373972,2.592216,0.6034284,3.890206,-2.0584698,-0.61091596,-2.0576177,-12.027127,-2.7385068,-1.846961,13.184035,-4.0520515,-6.5399656,18.251993,-7.337255,23.122322,3.0984182,0.59705305,-46.681103,-1.1185267,-0.5620811,0.4920195,0.30822694,-1.2299626,-0.06294742,0.6394538,-0.6017391,1.8558809,-0.01578693,-0.07066165,-1.4942783,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.703971,0.5681828,0.19672367,-0.13045914,0.104391836,0.7343589,-0.024350358,-0.0072968206,-0.99967694,-0.36647642,-0.20249425,0.15880954,0.029137459,-0.45023456,-0.076455146,-0.01748684,-0.27031413,0.4519604,0.11394787,-0.02796024,-0.093165934,-1.4023476,-1.1307133,3.0799508,-0.45774257,-3.7208564,2.5326116,3.1239252,0.8539897,4.463085,-3.821434,0.14790517,-2.7233949,-9.028511,-4.6844306,-0.012651086,12.740537,-0.84728837,-9.947766,13.607004,-1.7938399,22.40001,2.0498827,-0.17672002,-40.268185,-1.1093409,-0.70207196,0.73485845,0.28242686,-1.3837143,-0.09656348,0.64452136,-0.38877362,2.0960433,-0.35850555,0.019448712,-1.4646673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
